State,Year,Median AQI
LA,2000,50
CA,2000,70
PA,2000,55
AR,2000,43
VA,2000,9
CT,2000,44
MS,2000,54
MT,2000,62
AR,2000,54
OR,2000,27
NC,2000,61
HI,2000,23
SC,2000,48
NM,2000,26
MI,2000,46
FL,2000,42
AR,2000,51
MI,2000,14
LA,2000,48
TX,2000,70
NY,2000,10
IN,2000,48
WV,2000,75
KY,2000,75
OH,2000,75
AL,2000,48
MN,2000,24
ID,2000,43
IN,2000,80
IA,2000,38
MI,2000,37
WI,2000,37
MS,2000,48
TN,2000,53
WY,2000,44
ID,2000,44
FL,2000,62
NC,2000,50
NY,2000,64
WI,2000,49
IN,2000,29
PA,2000,44
AR,2000,55
MO,2000,52
AK,2000,18
HI,2000,21
MI,2000,44
MT,2000,37
MO,2000,63
KS,2000,63
HI,2000,15
NH,2000,32
WA,2000,19
AK,2000,13
FL,2000,16
TN,2000,92
VA,2000,92
NY,2000,35
NC,2000,50
OR,2000,25
TN,2000,84
IN,2000,58
OR,2000,21
NH,2000,37
LA,2000,41
IN,2000,56
LA,2000,52
FL,2000,31
AZ,2000,31
FL,2000,47
PA,2000,42
MI,2000,44
WY,2000,16
TX,2000,37
NM,2000,66
NV,2000,67
MS,2000,60
TN,2000,54
OK,2000,44
ID,2000,17
WA,2000,17
ME,2000,9
NE,2000,34
KY,2000,47
OH,2000,32
NE,2000,32
AR,2000,62
UT,2000,35
ID,2000,35
KY,2000,20
TX,2000,45
WA,2000,17
NM,2000,12
CA,2000,100
KY,2000,82
IN,2000,82
TX,2000,28
MI,2000,40
NC,2000,55
VA,2000,56
GA,2000,54
CA,2000,45
IN,2000,19
WI,2000,36
NY,2000,6
NH,2000,37
WI,2000,41
MN,2000,33
OH,2000,19
OH,2000,42
NC,2000,57
IA,2000,31
PR,2000,31
KY,2000,46
OK,2000,38
TX,2000,34
OR,2000,46
TN,2000,68
MS,2000,68
AR,2000,68
CA,2000,58
MS,2000,55
OK,2000,48
FL,2000,50
IN,2000,38
KY,2000,44
GA,2000,7
WI,2000,57
MN,2000,54
WI,2000,54
MT,2000,24
AL,2000,54
CA,2000,49
LA,2000,40
MI,2000,55
AL,2000,57
CO,2000,25
LA,2000,35
WV,2000,50
TN,2000,47
IL,2000,43
OH,2000,45
WA,2000,27
IN,2000,58
IA,2000,52
MI,2000,42
OK,2000,24
SC,2000,40
NC,2000,40
CA,2000,31
FL,2000,16
TN,2000,72
MS,2000,49
LA,2000,49
IN,2000,49
PA,2000,41
CT,2000,54
LA,2000,57
OH,2000,21
NY,2000,72
NJ,2000,72
PA,2000,72
MI,2000,46
AZ,2000,50
NE,2000,25
FL,2000,45
CT,2000,43
FL,2000,43
TX,2000,31
UT,2000,47
NY,2000,26
OK,2000,52
WA,2000,34
NE,2000,52
IA,2000,52
FL,2000,51
WI,2000,40
WA,2000,46
IL,2000,25
KY,2000,49
NC,2000,47
CA,2000,59
KY,2000,49
IL,2000,49
FL,2000,16
FL,2000,41
FL,2000,39
WV,2000,56
AZ,2000,62
FL,2000,64
IL,2000,60
PA,2000,73
NJ,2000,73
DE,2000,73
MD,2000,73
AZ,2000,97
MS,2000,54
AR,2000,56
PA,2000,97
MA,2000,42
WI,2000,36
ID,2000,79
OK,2000,48
PR,2000,31
WA,2000,25
OH,2000,22
FL,2000,39
ME,2000,34
OR,2000,42
WA,2000,42
OH,2000,30
PA,2000,16
AZ,2000,48
RI,2000,54
MA,2000,54
UT,2000,53
CO,2000,30
WA,2000,25
IL,2000,36
MO,2000,36
WI,2000,22
NC,2000,60
SD,2000,39
PA,2000,44
CA,2000,40
CA,2000,44
NV,2000,47
IN,2000,33
VA,2000,61
KY,2000,55
CA,2000,112
WY,2000,26
NC,2000,32
VA,2000,46
MN,2000,39
NY,2000,43
WY,2000,24
IL,2000,37
ME,2000,33
NC,2000,53
GA,2000,24
NM,2000,26
AR,2000,55
VT,2000,24
CA,2000,74
AZ,2000,24
MI,2000,34
OH,2000,30
OR,2000,31
CA,2000,36
MD,2000,49
DE,2000,49
UT,2000,58
TX,2000,46
CA,2000,74
CA,2000,47
CA,2000,51
PR,2000,57
CA,2000,51
ID,2000,21
CA,2000,36
NM,2000,13
CA,2000,48
CA,2000,37
GA,2000,46
NE,2000,24
AL,2000,14
PA,2000,48
AR,2000,56
WA,2000,55
SC,2000,42
TN,2000,67
IN,2000,47
OK,2000,45
WI,2000,42
WY,2000,30
AZ,2000,12
LA,2000,50
AZ,2000,46
NM,2000,23
IA,2000,33
NE,2000,33
SD,2000,33
SD,2000,32
KY,2000,48
CA,2000,49
IN,2000,42
MI,2000,42
SC,2000,58
WA,2000,49
IL,2000,44
MA,2000,52
MO,2000,54
OH,2000,42
MN,2000,16
UT,2000,13
MO,2000,13
KS,2000,13
MO,2000,95
IL,2000,95
PA,2000,44
CO,2000,20
OK,2000,44
CA,2000,44
GA,2000,19
CA,2000,28
NY,2000,38
OK,2000,41
AL,2000,59
FL,2000,44
FL,2000,84
NM,2000,23
IN,2000,51
TX,2000,55
AR,2000,55
OR,2000,33
OH,2000,18
OH,2000,54
KS,2000,46
CT,2000,38
MI,2000,40
NJ,2000,41
AL,2000,22
CA,2000,57
AZ,2000,51
OK,2000,58
MS,2000,55
AL,2000,56
ID,2000,26
TX,2000,42
CA,2000,30
HI,2000,24
NY,2000,37
GA,2000,52
CA,2000,37
UT,2000,5
MS,2000,49
TX,2000,30
IN,2000,52
NJ,2000,34
VA,2000,58
NC,2000,58
CA,2000,85
TX,2000,40
WA,2000,20
SC,2000,48
GA,2000,68
PA,2000,56
IN,2000,21
NC,2000,7
DC,2000,64
VA,2000,64
MD,2000,64
WV,2000,64
IA,2000,41
WI,2000,47
NY,2000,33
WI,2000,39
OK,2000,36
WV,2000,105
OH,2000,105
WA,2000,19
MO,2000,53
WV,2000,81
OH,2000,81
WI,2000,44
KS,2000,48
PA,2000,31
ND,2000,11
MN,2000,31
NC,2000,50
OH,2000,50
VA,2000,37
WV,2000,37
NC,2000,64
WI,2000,19
MA,2000,40
CT,2000,40
WA,2000,14
PA,2000,47
OH,2000,60
PA,2000,60
CA,2000,43
AZ,2000,38
