State,Year,Median AQI
MD,2003,48
WV,2003,48
LA,2003,42
CA,2003,56
PA,2003,59
AR,2003,44
VA,2003,9
CT,2003,48
MS,2003,54
MT,2003,18
AR,2003,50
OR,2003,21
NC,2003,43
HI,2003,31
SC,2003,38
NM,2003,26
MI,2003,47
FL,2003,33
AR,2003,46
MI,2003,13
LA,2003,44
TX,2003,70
NY,2003,11
IN,2003,49
WV,2003,62
KY,2003,62
OH,2003,62
AL,2003,45
ID,2003,44
IN,2003,66
IA,2003,39
MI,2003,41
WI,2003,41
NY,2003,28
MS,2003,53
TN,2003,24
WY,2003,44
ID,2003,44
FL,2003,50
NC,2003,43
NY,2003,49
WI,2003,46
IN,2003,37
PA,2003,44
AR,2003,49
MO,2003,32
AK,2003,20
HI,2003,20
MI,2003,48
MT,2003,38
MO,2003,67
KS,2003,67
HI,2003,14
NH,2003,33
WA,2003,28
TN,2003,71
VA,2003,71
NY,2003,39
TX,2003,34
NC,2003,43
OR,2003,21
TN,2003,81
IN,2003,50
OR,2003,21
NH,2003,39
LA,2003,41
IN,2003,48
LA,2003,51
FL,2003,34
AZ,2003,20
FL,2003,39
PA,2003,43
MI,2003,46
WY,2003,17
TX,2003,34
NM,2003,64
NV,2003,68
MS,2003,54
KS,2003,39
TN,2003,47
OK,2003,43
ID,2003,28
WA,2003,28
ME,2003,18
NE,2003,33
KY,2003,44
OH,2003,31
NE,2003,32
AR,2003,56
UT,2003,44
ID,2003,44
KY,2003,52
TX,2003,44
WA,2003,22
NM,2003,13
CA,2003,97
KY,2003,67
IN,2003,67
TX,2003,29
MI,2003,43
NC,2003,48
VA,2003,50
GA,2003,49
CA,2003,46
IN,2003,17
WI,2003,49
NY,2003,9
NH,2003,41
WI,2003,42
OH,2003,43
NC,2003,51
TX,2003,44
IA,2003,37
PR,2003,30
KY,2003,44
OK,2003,42
TX,2003,40
OR,2003,36
TN,2003,66
MS,2003,66
AR,2003,66
CA,2003,71
MS,2003,43
OK,2003,42
FL,2003,50
IN,2003,37
KY,2003,44
GA,2003,6
WI,2003,47
MN,2003,55
WI,2003,55
MT,2003,24
AL,2003,40
CA,2003,49
LA,2003,42
MI,2003,51
AL,2003,46
LA,2003,33
WV,2003,45
TN,2003,44
ID,2003,17
WA,2003,24
IL,2003,48
OH,2003,44
WA,2003,31
ID,2003,38
IN,2003,48
IA,2003,33
MI,2003,44
OK,2003,29
SC,2003,44
NC,2003,44
CA,2003,31
FL,2003,32
TN,2003,58
MS,2003,45
LA,2003,45
IN,2003,48
PA,2003,40
CT,2003,59
LA,2003,52
OH,2003,27
NY,2003,67
NJ,2003,67
PA,2003,67
OR,2003,4
MI,2003,46
AZ,2003,43
NE,2003,26
FL,2003,40
CT,2003,43
FL,2003,36
TX,2003,30
UT,2003,50
NY,2003,24
OK,2003,52
WA,2003,39
NE,2003,51
IA,2003,51
SC,2003,13
FL,2003,46
WI,2003,45
WA,2003,24
IL,2003,24
KY,2003,51
NC,2003,48
CA,2003,54
KY,2003,46
IL,2003,46
NV,2003,22
FL,2003,20
FL,2003,36
FL,2003,38
WV,2003,51
AZ,2003,87
FL,2003,51
IL,2003,52
PA,2003,75
NJ,2003,75
DE,2003,75
MD,2003,75
AZ,2003,74
MS,2003,48
AR,2003,48
PA,2003,92
MA,2003,45
WI,2003,39
ID,2003,45
WV,2003,19
OH,2003,19
OK,2003,49
PR,2003,32
WA,2003,34
FL,2003,35
ME,2003,39
OR,2003,40
WA,2003,40
OH,2003,21
PA,2003,19
AZ,2003,49
RI,2003,52
MA,2003,52
UT,2003,50
CO,2003,30
WA,2003,22
IL,2003,35
MO,2003,35
WI,2003,38
NC,2003,53
SD,2003,44
PA,2003,45
CA,2003,46
MN,2003,45
CA,2003,43
NV,2003,45
IN,2003,24
VA,2003,58
KY,2003,45
CA,2003,101
WY,2003,24
NC,2003,44
VA,2003,40
MN,2003,48
NY,2003,40
WY,2003,28
IL,2003,34
ME,2003,38
NC,2003,45
GA,2003,23
NM,2003,32
NM,2003,15
AR,2003,48
VT,2003,27
CA,2003,80
AZ,2003,19
MI,2003,38
OH,2003,23
OR,2003,30
CA,2003,36
MD,2003,45
DE,2003,45
UT,2003,57
TX,2003,45
CA,2003,68
CA,2003,46
CA,2003,52
PR,2003,42
CA,2003,50
ID,2003,14
CA,2003,35
NM,2003,13
CA,2003,49
CA,2003,37
MI,2003,32
GA,2003,43
NE,2003,23
AL,2003,7
PA,2003,50
AR,2003,47
WA,2003,54
FL,2003,36
SC,2003,41
TN,2003,49
IN,2003,48
WI,2003,44
WA,2003,33
WY,2003,31
AZ,2003,48
LA,2003,51
AZ,2003,49
NM,2003,3
IA,2003,39
NE,2003,39
SD,2003,39
SD,2003,27
KY,2003,42
CA,2003,44
IN,2003,51
MI,2003,51
SC,2003,54
WA,2003,53
IL,2003,39
MA,2003,51
MO,2003,49
OH,2003,44
MN,2003,38
UT,2003,13
MO,2003,26
KS,2003,26
MO,2003,80
IL,2003,80
PA,2003,53
CO,2003,19
OK,2003,33
CA,2003,44
GA,2003,19
NY,2003,39
OK,2003,41
AL,2003,55
FL,2003,44
FL,2003,66
NM,2003,17
IN,2003,50
TX,2003,52
AR,2003,52
OR,2003,23
OH,2003,15
OH,2003,59
KS,2003,43
CT,2003,44
MI,2003,44
NJ,2003,41
AL,2003,19
CA,2003,58
AZ,2003,52
OK,2003,60
MS,2003,44
AL,2003,41
ID,2003,23
TX,2003,42
CA,2003,33
TN,2003,43
KY,2003,43
HI,2003,24
NY,2003,36
GA,2003,46
CA,2003,38
UT,2003,6
MS,2003,43
TX,2003,34
IN,2003,48
NJ,2003,36
MA,2003,24
VA,2003,54
NC,2003,54
CA,2003,101
TX,2003,37
WA,2003,30
SC,2003,36
GA,2003,49
PA,2003,34
IN,2003,50
IN,2003,19
NC,2003,4
DC,2003,61
VA,2003,61
MD,2003,61
WV,2003,61
IA,2003,44
SD,2003,38
WI,2003,45
NY,2003,41
WI,2003,44
OK,2003,19
WV,2003,106
OH,2003,106
WA,2003,14
WV,2003,67
OH,2003,67
WI,2003,46
KS,2003,44
PA,2003,34
ND,2003,13
MN,2003,28
NC,2003,44
OH,2003,48
VA,2003,39
WV,2003,39
MN,2003,29
NC,2003,58
WI,2003,40
MA,2003,49
CT,2003,49
WA,2003,20
PA,2003,44
OH,2003,59
PA,2003,59
CA,2003,42
AZ,2003,44
