State,Year,Median AQI
NC,2011,44
SC,2011,52
SC,2011,40
MS,2011,35
PR,2011,1
MS,2011,45
MD,2011,48
WV,2011,48
LA,2011,35
CA,2011,71
PA,2011,55
AR,2011,41
VA,2011,36
CT,2011,42
MS,2011,47
MT,2011,43
AR,2011,42
OR,2011,36
NC,2011,48
HI,2011,127
NM,2011,43
MI,2011,40
FL,2011,27
AR,2011,45
MI,2011,13
LA,2011,40
TX,2011,58
IN,2011,43
WV,2011,51
KY,2011,51
OH,2011,51
AL,2011,44
ID,2011,45
PA,2011,39
IN,2011,63
IA,2011,49
NY,2011,35
MS,2011,53
TN,2011,14
WY,2011,44
ID,2011,44
FL,2011,45
NY,2011,39
WI,2011,41
IN,2011,27
MO,2011,43
PA,2011,50
MO,2011,43
AK,2011,23
HI,2011,22
MI,2011,41
MT,2011,42
MO,2011,64
KS,2011,64
HI,2011,19
NH,2011,42
WA,2011,22
TX,2011,42
TN,2011,57
VA,2011,57
NY,2011,38
TX,2011,41
NC,2011,44
OR,2011,27
TN,2011,59
IN,2011,44
WI,2011,40
MN,2011,40
OR,2011,22
NH,2011,33
LA,2011,47
IN,2011,50
LA,2011,44
FL,2011,43
AZ,2011,15
FL,2011,41
PA,2011,55
MI,2011,36
WY,2011,43
TX,2011,43
NM,2011,58
NV,2011,54
MS,2011,49
TN,2011,45
OK,2011,50
PA,2011,47
ID,2011,21
WA,2011,21
ME,2011,35
NE,2011,21
KY,2011,46
OH,2011,36
NE,2011,28
AR,2011,54
UT,2011,47
ID,2011,47
TX,2011,40
WA,2011,13
NM,2011,10
CA,2011,80
KY,2011,61
IN,2011,61
TX,2011,31
MI,2011,38
NC,2011,39
VA,2011,33
GA,2011,52
CA,2011,71
WI,2011,43
NY,2011,12
NH,2011,39
KS,2011,41
WI,2011,37
OH,2011,42
NC,2011,40
MN,2011,38
TX,2011,47
IA,2011,19
PR,2011,20
OK,2011,51
TX,2011,43
OR,2011,40
TN,2011,52
MS,2011,52
AR,2011,52
CA,2011,64
MS,2011,44
OK,2011,45
FL,2011,45
IN,2011,31
KY,2011,44
WI,2011,47
MN,2011,48
WI,2011,48
MT,2011,58
AL,2011,42
CA,2011,64
LA,2011,46
MI,2011,37
AL,2011,45
NC,2011,39
WV,2011,35
TN,2011,46
ID,2011,11
WA,2011,20
IL,2011,45
OH,2011,42
WA,2011,27
IN,2011,44
IA,2011,54
MI,2011,39
OK,2011,31
SC,2011,41
NC,2011,41
CA,2011,42
FL,2011,38
TN,2011,48
MS,2011,41
LA,2011,41
IN,2011,40
PA,2011,33
CT,2011,44
LA,2011,62
OH,2011,13
NY,2011,61
NJ,2011,61
PA,2011,61
MI,2011,42
AZ,2011,44
FL,2011,44
CT,2011,41
FL,2011,41
TX,2011,38
UT,2011,50
OK,2011,58
WA,2011,29
NE,2011,57
IA,2011,57
FL,2011,45
WA,2011,18
IL,2011,1
KY,2011,48
NC,2011,49
CA,2011,47
KY,2011,44
IL,2011,44
NV,2011,20
FL,2011,17
FL,2011,41
FL,2011,42
WV,2011,40
AZ,2011,74
FL,2011,45
IL,2011,54
PA,2011,61
NJ,2011,61
DE,2011,61
MD,2011,61
AZ,2011,87
PA,2011,64
MA,2011,43
WI,2011,36
ID,2011,39
OK,2011,43
PR,2011,24
WA,2011,39
FL,2011,40
ME,2011,38
OR,2011,38
WA,2011,38
OH,2011,25
AZ,2011,44
UT,2011,49
OR,2011,21
RI,2011,50
MA,2011,50
UT,2011,48
CO,2011,21
WA,2011,18
IL,2011,37
MO,2011,37
WI,2011,40
NC,2011,47
SD,2011,43
PA,2011,48
CA,2011,48
MN,2011,39
CA,2011,44
NV,2011,48
IN,2011,4
VA,2011,45
KY,2011,35
CA,2011,96
WY,2011,49
VA,2011,46
MN,2011,41
NY,2011,34
WY,2011,48
IL,2011,32
ME,2011,34
NC,2011,43
GA,2011,51
OR,2011,20
NM,2011,26
NM,2011,16
AR,2011,48
VT,2011,42
CA,2011,64
OH,2011,9
OR,2011,31
CA,2011,37
MD,2011,41
DE,2011,41
UT,2011,50
TX,2011,47
CA,2011,63
CA,2011,51
CA,2011,51
PR,2011,29
CA,2011,56
ID,2011,9
CA,2011,36
NM,2011,44
CA,2011,49
CA,2011,35
MI,2011,31
GA,2011,52
NE,2011,45
PA,2011,41
AR,2011,45
WA,2011,45
FL,2011,38
FL,2011,34
SC,2011,36
TN,2011,50
IN,2011,42
WI,2011,41
WA,2011,25
WY,2011,19
AZ,2011,46
LA,2011,48
AZ,2011,47
NM,2011,43
IA,2011,42
NE,2011,42
SD,2011,42
SD,2011,40
KY,2011,47
PA,2011,37
CA,2011,41
IN,2011,49
MI,2011,49
SC,2011,51
WA,2011,44
IL,2011,32
MA,2011,45
MO,2011,47
OH,2011,48
MN,2011,38
UT,2011,46
MO,2011,47
KS,2011,47
MO,2011,68
IL,2011,68
PA,2011,34
PA,2011,44
CO,2011,15
CA,2011,53
GA,2011,39
NY,2011,37
OK,2011,43
AL,2011,47
FL,2011,48
FL,2011,48
NM,2011,14
IN,2011,55
TX,2011,42
AR,2011,42
OR,2011,18
OH,2011,44
KS,2011,41
CT,2011,37
MI,2011,39
NJ,2011,43
CA,2011,43
AZ,2011,50
OK,2011,63
MS,2011,44
AL,2011,38
ID,2011,23
TX,2011,42
CA,2011,39
HI,2011,37
NY,2011,40
GA,2011,57
CA,2011,43
UT,2011,50
TX,2011,32
IN,2011,45
NJ,2011,39
MA,2011,40
VA,2011,45
NC,2011,45
CA,2011,84
IN,2011,38
TX,2011,44
WA,2011,23
SC,2011,43
GA,2011,52
PA,2011,6
OH,2011,40
IN,2011,10
NC,2011,3
DC,2011,57
VA,2011,57
MD,2011,57
WV,2011,57
IA,2011,45
SD,2011,19
WI,2011,40
NY,2011,33
WI,2011,39
WV,2011,58
OH,2011,58
WA,2011,25
WV,2011,51
OH,2011,51
WI,2011,41
TX,2011,29
KS,2011,49
PA,2011,33
ND,2011,6
NC,2011,38
OH,2011,47
VA,2011,43
WV,2011,43
MN,2011,22
NC,2011,51
MA,2011,43
CT,2011,43
WA,2011,27
PA,2011,54
OH,2011,51
PA,2011,51
CA,2011,54
AZ,2011,40
