State,Year,Median AQI
WI,2016,38
CO,2016,50
IA,2016,32
IL,2016,32
MO,2016,32
AL,2016,40
AR,2016,37
OK,2016,37
IN,2016,42
CA,2016,74
AL,2016,52
SC,2016,41
FL,2016,37
GA,2016,30
NV,2016,26
SC,2016,16
PA,2016,42
WY,2016,43
CO,2016,47
NE,2016,22
CO,2016,46
MI,2016,40
OR,2016,28
MT,2016,25
CO,2016,45
WI,2016,35
MA,2016,35
NC,2016,42
NC,2016,38
SC,2016,46
SC,2016,39
MS,2016,31
PR,2016,21
MS,2016,39
MD,2016,43
WV,2016,43
ID,2016,8
LA,2016,28
CA,2016,70
PA,2016,45
AR,2016,37
VA,2016,32
CT,2016,43
MS,2016,35
MT,2016,40
OR,2016,31
NC,2016,44
HI,2016,151
NM,2016,41
MI,2016,40
FL,2016,33
AR,2016,36
MI,2016,9
LA,2016,37
TX,2016,52
IN,2016,37
WV,2016,43
KY,2016,43
OH,2016,43
AL,2016,40
ID,2016,40
PA,2016,38
IN,2016,49
IA,2016,33
NY,2016,36
MS,2016,43
TN,2016,25
WY,2016,41
ID,2016,41
FL,2016,44
ND,2016,9
NY,2016,37
WI,2016,39
IN,2016,4
MO,2016,38
PA,2016,43
MO,2016,34
AK,2016,20
HI,2016,21
MI,2016,38
MT,2016,35
MO,2016,46
KS,2016,46
HI,2016,14
NH,2016,36
WA,2016,31
TX,2016,38
TN,2016,45
VA,2016,45
TX,2016,28
NC,2016,40
OR,2016,30
TN,2016,49
IN,2016,36
WI,2016,32
MN,2016,32
OR,2016,18
NH,2016,33
LA,2016,42
IN,2016,38
LA,2016,44
FL,2016,38
AZ,2016,18
FL,2016,39
PA,2016,50
MI,2016,40
WY,2016,46
TX,2016,37
NM,2016,54
NV,2016,58
TN,2016,25
OK,2016,40
PA,2016,50
ID,2016,29
WA,2016,29
ME,2016,32
NE,2016,14
KY,2016,40
OH,2016,34
NE,2016,36
AR,2016,44
UT,2016,44
ID,2016,44
TX,2016,37
WA,2016,18
NM,2016,8
CA,2016,75
KY,2016,48
IN,2016,48
TX,2016,21
MI,2016,38
VA,2016,28
GA,2016,42
CA,2016,59
WI,2016,38
NY,2016,20
NH,2016,37
WI,2016,37
OH,2016,40
MN,2016,30
TX,2016,37
IA,2016,15
OK,2016,40
TX,2016,36
OR,2016,35
TN,2016,44
MS,2016,44
AR,2016,44
CA,2016,53
MS,2016,37
OK,2016,40
FL,2016,48
IN,2016,36
KY,2016,39
WI,2016,42
MN,2016,50
WI,2016,50
MT,2016,53
AL,2016,41
CA,2016,55
LA,2016,36
MI,2016,4
AL,2016,42
CO,2016,40
NC,2016,36
WV,2016,32
TN,2016,47
ID,2016,8
WA,2016,18
TX,2016,0
IL,2016,39
OH,2016,41
WA,2016,32
IN,2016,39
IA,2016,38
MI,2016,41
OK,2016,18
SC,2016,27
NC,2016,27
CA,2016,37
FL,2016,37
TN,2016,45
IN,2016,28
PA,2016,33
CT,2016,44
LA,2016,46
NY,2016,53
NJ,2016,53
PA,2016,53
MI,2016,40
AZ,2016,38
FL,2016,41
CT,2016,34
FL,2016,38
TX,2016,27
UT,2016,48
OK,2016,44
WA,2016,27
NE,2016,44
IA,2016,44
FL,2016,42
WA,2016,14
IL,2016,1
KY,2016,45
NC,2016,41
CA,2016,51
KY,2016,43
IL,2016,43
NV,2016,15
FL,2016,14
FL,2016,39
FL,2016,38
WV,2016,37
AZ,2016,85
FL,2016,41
IL,2016,43
PA,2016,57
NJ,2016,57
DE,2016,57
MD,2016,57
AZ,2016,74
SD,2016,17
PA,2016,58
MA,2016,27
WI,2016,29
ID,2016,30
OK,2016,43
PR,2016,24
WA,2016,37
FL,2016,39
ME,2016,36
OR,2016,35
WA,2016,35
OH,2016,15
AZ,2016,40
UT,2016,44
OR,2016,20
RI,2016,44
MA,2016,44
UT,2016,47
CO,2016,20
WA,2016,17
IL,2016,36
MO,2016,36
WI,2016,42
NC,2016,46
SD,2016,43
PA,2016,46
CA,2016,44
MN,2016,34
CA,2016,41
NV,2016,46
IN,2016,4
VA,2016,43
KY,2016,30
CA,2016,90
WY,2016,44
VA,2016,36
MN,2016,33
NY,2016,38
WY,2016,44
IL,2016,34
ME,2016,33
NC,2016,34
GA,2016,35
OR,2016,17
NM,2016,17
NM,2016,10
VT,2016,35
CA,2016,59
OH,2016,1
OR,2016,30
CA,2016,36
MD,2016,41
DE,2016,41
UT,2016,51
TX,2016,43
CA,2016,66
CA,2016,47
CA,2016,44
PR,2016,32
CA,2016,51
ID,2016,20
NC,2016,43
CA,2016,32
NM,2016,43
CA,2016,44
CA,2016,32
MI,2016,31
GA,2016,39
PA,2016,38
NE,2016,19
PA,2016,41
WA,2016,42
FL,2016,39
FL,2016,33
SC,2016,40
TN,2016,44
IN,2016,40
WI,2016,39
WA,2016,20
WY,2016,38
AZ,2016,43
LA,2016,42
AZ,2016,44
IA,2016,36
NE,2016,36
SD,2016,36
SD,2016,38
KY,2016,39
PA,2016,36
CA,2016,44
IN,2016,43
MI,2016,43
SC,2016,44
WA,2016,41
IL,2016,35
MA,2016,39
MO,2016,38
OH,2016,42
MN,2016,30
UT,2016,43
MO,2016,40
KS,2016,40
MO,2016,51
IL,2016,51
PA,2016,37
PA,2016,40
CO,2016,15
CA,2016,55
GA,2016,42
NY,2016,35
OK,2016,38
AL,2016,35
FL,2016,41
FL,2016,45
NM,2016,12
IN,2016,43
TX,2016,36
AR,2016,36
OR,2016,32
OH,2016,40
KS,2016,36
CT,2016,38
MI,2016,38
NJ,2016,42
CA,2016,44
AZ,2016,49
OK,2016,46
MS,2016,39
AL,2016,47
ID,2016,17
TX,2016,37
CA,2016,33
HI,2016,31
NY,2016,34
GA,2016,33
CA,2016,40
UT,2016,47
TX,2016,33
IN,2016,35
NJ,2016,39
MA,2016,35
VA,2016,37
NC,2016,37
CA,2016,77
IN,2016,35
TX,2016,35
WA,2016,18
SC,2016,34
GA,2016,33
PA,2016,9
OH,2016,37
IN,2016,4
NC,2016,0
DC,2016,51
VA,2016,51
MD,2016,51
WV,2016,51
IA,2016,42
SD,2016,24
WI,2016,40
NY,2016,34
WI,2016,35
OK,2016,15
WV,2016,50
OH,2016,50
WA,2016,22
WV,2016,44
OH,2016,44
WI,2016,38
KS,2016,41
PA,2016,34
ND,2016,31
NC,2016,31
OH,2016,44
VA,2016,37
WV,2016,37
MN,2016,15
NC,2016,45
MA,2016,38
CT,2016,38
WA,2016,33
PA,2016,44
OH,2016,44
PA,2016,44
CA,2016,53
AZ,2016,46
