State,Year,Median AQI
IN,2008,57
KY,2008,57
AK,2008,23
WV,2008,53
NV,2008,40
ND,2008,34
MN,2008,34
NM,2008,48
NC,2008,51
AR,2008,37
MO,2008,37
NV,2008,44
OH,2008,20
AZ,2008,47
MI,2008,43
SC,2008,47
AL,2008,43
WI,2008,40
CO,2008,49
IA,2008,43
IL,2008,43
MO,2008,43
AL,2008,48
AR,2008,39
OK,2008,39
IN,2008,55
KY,2008,45
CA,2008,84
AL,2008,49
SC,2008,41
FL,2008,35
GA,2008,55
NM,2008,14
NV,2008,11
SC,2008,25
PA,2008,46
WY,2008,53
CO,2008,50
NC,2008,46
NE,2008,27
CO,2008,48
MI,2008,46
OR,2008,31
MT,2008,14
CO,2008,44
WI,2008,47
NC,2008,52
NC,2008,46
SC,2008,55
SC,2008,46
MS,2008,41
PR,2008,6
MS,2008,51
MD,2008,47
WV,2008,47
LA,2008,38
CA,2008,80
PA,2008,54
AR,2008,39
VA,2008,36
CT,2008,42
MS,2008,49
MT,2008,26
AR,2008,42
OR,2008,39
NC,2008,54
HI,2008,198
NM,2008,42
MI,2008,43
FL,2008,33
AR,2008,41
MI,2008,12
LA,2008,44
TX,2008,63
IN,2008,40
WV,2008,53
KY,2008,53
OH,2008,53
AL,2008,51
ID,2008,44
PA,2008,40
IN,2008,61
IA,2008,38
MI,2008,37
WI,2008,37
MS,2008,45
TN,2008,14
WY,2008,42
ID,2008,42
FL,2008,48
NY,2008,42
WI,2008,42
IN,2008,56
PA,2008,42
MO,2008,19
AK,2008,17
HI,2008,18
MI,2008,45
MT,2008,43
MO,2008,60
KS,2008,60
NH,2008,38
WA,2008,28
TN,2008,60
VA,2008,60
NY,2008,33
TX,2008,39
NC,2008,44
OR,2008,53
TN,2008,77
IN,2008,44
WI,2008,40
MN,2008,40
OR,2008,29
NH,2008,36
LA,2008,37
IN,2008,47
LA,2008,46
FL,2008,48
AZ,2008,22
FL,2008,42
PA,2008,43
MI,2008,43
WY,2008,27
TX,2008,43
NM,2008,58
NV,2008,58
MS,2008,51
TN,2008,47
OK,2008,41
ID,2008,30
WA,2008,30
ME,2008,35
NE,2008,24
KY,2008,49
OH,2008,31
NE,2008,28
AR,2008,52
UT,2008,52
ID,2008,52
TX,2008,35
WA,2008,18
NM,2008,12
CA,2008,86
KY,2008,64
IN,2008,64
TX,2008,26
MI,2008,44
NC,2008,45
VA,2008,38
GA,2008,54
CA,2008,45
WI,2008,47
NY,2008,26
NH,2008,39
WI,2008,40
OH,2008,45
NC,2008,50
MN,2008,44
TX,2008,42
IA,2008,26
OK,2008,38
TX,2008,47
OR,2008,44
TN,2008,55
MS,2008,55
AR,2008,55
CA,2008,52
MS,2008,47
OK,2008,44
FL,2008,45
IN,2008,34
KY,2008,48
WI,2008,42
MN,2008,51
WI,2008,51
MT,2008,23
AL,2008,36
CA,2008,64
LA,2008,32
MI,2008,45
AL,2008,48
WV,2008,40
TN,2008,48
ID,2008,14
WA,2008,25
IL,2008,42
OH,2008,44
WA,2008,28
IN,2008,43
IA,2008,46
MI,2008,41
OK,2008,28
CA,2008,49
FL,2008,38
TN,2008,54
MS,2008,41
LA,2008,41
IN,2008,44
PA,2008,38
CT,2008,46
LA,2008,59
OH,2008,20
NY,2008,67
NJ,2008,67
PA,2008,67
MI,2008,44
AZ,2008,51
FL,2008,41
CT,2008,41
FL,2008,39
TX,2008,33
UT,2008,52
NY,2008,19
OK,2008,45
WA,2008,32
NE,2008,66
IA,2008,66
FL,2008,44
WA,2008,22
IL,2008,45
KY,2008,48
NC,2008,48
CA,2008,50
KY,2008,44
IL,2008,44
NV,2008,21
FL,2008,19
FL,2008,41
FL,2008,38
WV,2008,44
AZ,2008,90
FL,2008,49
IL,2008,52
PA,2008,63
NJ,2008,63
DE,2008,63
MD,2008,63
AZ,2008,107
PA,2008,76
MA,2008,42
WI,2008,48
ID,2008,43
OK,2008,40
PR,2008,19
WA,2008,40
FL,2008,39
ME,2008,36
OR,2008,40
WA,2008,40
OH,2008,46
AZ,2008,25
OR,2008,74
RI,2008,46
MA,2008,46
UT,2008,54
CO,2008,29
WA,2008,21
IL,2008,33
MO,2008,33
WI,2008,39
NC,2008,51
SD,2008,44
PA,2008,40
CA,2008,47
MN,2008,42
CA,2008,45
NV,2008,48
IN,2008,14
VA,2008,48
KY,2008,38
CA,2008,97
WY,2008,44
VA,2008,49
MN,2008,47
NY,2008,41
WY,2008,47
IL,2008,34
ME,2008,35
NC,2008,46
GA,2008,54
OR,2008,27
NM,2008,23
NM,2008,13
AR,2008,43
VT,2008,37
CA,2008,67
OH,2008,18
OR,2008,31
CA,2008,36
MD,2008,49
DE,2008,49
UT,2008,56
TX,2008,49
CA,2008,72
CA,2008,52
CA,2008,54
PR,2008,31
CA,2008,51
ID,2008,12
CA,2008,36
NM,2008,43
CA,2008,47
CA,2008,37
MI,2008,44
GA,2008,50
NE,2008,46
PA,2008,42
AR,2008,38
WA,2008,45
FL,2008,33
SC,2008,42
TN,2008,49
IN,2008,46
WI,2008,42
WA,2008,27
WY,2008,23
AZ,2008,47
LA,2008,44
AZ,2008,46
NM,2008,39
IA,2008,36
NE,2008,36
SD,2008,36
SD,2008,38
KY,2008,44
CA,2008,45
IN,2008,42
MI,2008,42
SC,2008,51
WA,2008,45
IL,2008,38
MA,2008,47
MO,2008,50
OH,2008,42
MN,2008,38
UT,2008,48
MO,2008,60
KS,2008,60
MO,2008,77
IL,2008,77
PA,2008,44
CO,2008,21
CA,2008,49
GA,2008,42
NY,2008,37
OK,2008,37
AL,2008,49
FL,2008,52
FL,2008,52
NM,2008,16
IN,2008,56
TX,2008,41
AR,2008,41
OR,2008,19
OH,2008,51
KS,2008,38
CT,2008,36
MI,2008,42
NJ,2008,43
CA,2008,50
AZ,2008,49
OK,2008,58
MS,2008,44
AL,2008,40
ID,2008,26
TX,2008,38
CA,2008,31
HI,2008,23
NY,2008,45
GA,2008,55
CA,2008,52
UT,2008,51
TX,2008,31
IN,2008,44
NJ,2008,44
MA,2008,43
VA,2008,48
NC,2008,48
CA,2008,97
TX,2008,44
WA,2008,28
SC,2008,37
GA,2008,53
PA,2008,20
IN,2008,11
NC,2008,3
DC,2008,53
VA,2008,53
MD,2008,53
WV,2008,53
IA,2008,41
SD,2008,23
WI,2008,41
NY,2008,33
WI,2008,39
WV,2008,81
OH,2008,81
WA,2008,33
WV,2008,57
OH,2008,57
WI,2008,42
TX,2008,29
KS,2008,42
PA,2008,29
ND,2008,10
NC,2008,41
OH,2008,47
VA,2008,43
WV,2008,43
MN,2008,29
NC,2008,55
MA,2008,41
CT,2008,41
WA,2008,36
PA,2008,43
OH,2008,54
PA,2008,54
CA,2008,51
AZ,2008,45
