State,Year,Median AQI
FL,2013,35
GA,2013,42
NM,2013,17
NV,2013,33
SC,2013,15
PA,2013,44
WY,2013,47
CO,2013,47
NC,2013,40
NE,2013,27
CO,2013,47
MI,2013,41
OR,2013,37
MT,2013,26
CO,2013,46
WI,2013,41
NC,2013,40
NC,2013,35
SC,2013,42
SC,2013,33
PR,2013,18
MS,2013,40
MD,2013,44
WV,2013,44
LA,2013,28
CA,2013,77
PA,2013,53
AR,2013,37
VA,2013,34
CT,2013,48
MS,2013,38
MT,2013,38
OR,2013,40
NC,2013,40
HI,2013,141
NM,2013,37
MI,2013,43
FL,2013,26
AR,2013,36
MI,2013,9
LA,2013,37
TX,2013,53
IN,2013,36
WV,2013,45
KY,2013,45
OH,2013,45
AL,2013,40
ID,2013,42
PA,2013,39
IN,2013,60
IA,2013,42
NY,2013,35
MS,2013,44
TN,2013,33
WY,2013,44
ID,2013,44
FL,2013,40
NY,2013,36
WI,2013,42
IN,2013,11
MO,2013,41
PA,2013,46
MO,2013,35
AK,2013,19
HI,2013,28
MI,2013,42
MT,2013,40
MO,2013,59
KS,2013,59
HI,2013,15
NH,2013,38
WA,2013,25
TX,2013,40
TN,2013,42
VA,2013,42
TX,2013,31
NC,2013,36
OR,2013,38
TN,2013,55
WI,2013,42
MN,2013,42
OR,2013,33
NH,2013,31
LA,2013,45
IN,2013,52
LA,2013,43
FL,2013,39
AZ,2013,18
FL,2013,37
PA,2013,47
MI,2013,37
WY,2013,47
TX,2013,40
NM,2013,57
NV,2013,61
TN,2013,33
OK,2013,44
PA,2013,45
ID,2013,31
WA,2013,31
ME,2013,34
NE,2013,19
KY,2013,43
OH,2013,36
NE,2013,36
AR,2013,49
UT,2013,49
ID,2013,49
TX,2013,36
WA,2013,22
NM,2013,10
CA,2013,77
KY,2013,54
IN,2013,54
TX,2013,26
MI,2013,40
NC,2013,30
VA,2013,28
GA,2013,43
CA,2013,71
WI,2013,44
NY,2013,22
NH,2013,38
KS,2013,35
WI,2013,41
OH,2013,41
NC,2013,30
MN,2013,37
TX,2013,41
IA,2013,18
PR,2013,20
OK,2013,45
TX,2013,38
OR,2013,48
TN,2013,45
MS,2013,45
AR,2013,45
CA,2013,58
MS,2013,33
OK,2013,39
FL,2013,42
IN,2013,34
KY,2013,39
WI,2013,48
MN,2013,46
WI,2013,46
MT,2013,55
AL,2013,39
CA,2013,61
LA,2013,56
MI,2013,6
AL,2013,40
NC,2013,34
WV,2013,31
TN,2013,43
ID,2013,10
WA,2013,24
IL,2013,41
OH,2013,40
WA,2013,32
IN,2013,39
IA,2013,56
MI,2013,42
OK,2013,21
CA,2013,44
FL,2013,34
TN,2013,47
IN,2013,37
PA,2013,34
CT,2013,51
LA,2013,47
NY,2013,54
NJ,2013,54
PA,2013,54
MI,2013,42
AZ,2013,36
FL,2013,40
CT,2013,46
FL,2013,37
TX,2013,30
UT,2013,54
OK,2013,48
WA,2013,32
NE,2013,50
IA,2013,50
FL,2013,39
WA,2013,15
IL,2013,1
KY,2013,42
NC,2013,38
CA,2013,51
KY,2013,39
IL,2013,39
NV,2013,18
FL,2013,14
FL,2013,37
FL,2013,38
WV,2013,34
AZ,2013,77
FL,2013,42
IL,2013,49
PA,2013,57
NJ,2013,57
DE,2013,57
MD,2013,57
AZ,2013,80
PA,2013,58
MA,2013,45
WI,2013,32
ID,2013,35
OK,2013,46
PR,2013,26
WA,2013,35
FL,2013,29
ME,2013,41
OR,2013,41
WA,2013,41
OH,2013,19
AZ,2013,44
UT,2013,44
OR,2013,35
RI,2013,47
MA,2013,47
UT,2013,50
CO,2013,22
WA,2013,23
IL,2013,37
MO,2013,37
WI,2013,38
NC,2013,44
SD,2013,46
PA,2013,48
CA,2013,43
MN,2013,40
CA,2013,42
NV,2013,54
IN,2013,6
VA,2013,41
KY,2013,33
CA,2013,97
WY,2013,45
VA,2013,38
MN,2013,39
NY,2013,38
WY,2013,45
IL,2013,31
ME,2013,38
NC,2013,36
GA,2013,52
OR,2013,30
NM,2013,22
NM,2013,15
VT,2013,34
CA,2013,64
OH,2013,6
OR,2013,33
CA,2013,38
MD,2013,40
DE,2013,40
UT,2013,50
TX,2013,47
CA,2013,66
CA,2013,53
CA,2013,50
PR,2013,29
CA,2013,59
ID,2013,12
NC,2013,31
CA,2013,38
NM,2013,44
CA,2013,46
CA,2013,36
MI,2013,30
GA,2013,42
PA,2013,31
NE,2013,20
PA,2013,42
WA,2013,50
FL,2013,37
FL,2013,31
SC,2013,1
TN,2013,44
IN,2013,43
OK,2013,39
WI,2013,43
WA,2013,25
WY,2013,39
AZ,2013,46
LA,2013,44
AZ,2013,48
NM,2013,40
IA,2013,43
NE,2013,43
SD,2013,43
SD,2013,43
KY,2013,40
PA,2013,35
CA,2013,43
IN,2013,52
MI,2013,52
SC,2013,41
WA,2013,46
IL,2013,35
MA,2013,41
MO,2013,41
OH,2013,46
MN,2013,36
UT,2013,44
MO,2013,47
KS,2013,47
MO,2013,60
IL,2013,60
PA,2013,36
PA,2013,42
CO,2013,15
CA,2013,57
GA,2013,37
NY,2013,34
OK,2013,40
AL,2013,38
FL,2013,38
FL,2013,45
NM,2013,15
IN,2013,51
TX,2013,38
AR,2013,38
OR,2013,26
OH,2013,43
KS,2013,39
CT,2013,41
MI,2013,40
NJ,2013,43
CA,2013,48
AZ,2013,49
OK,2013,50
MS,2013,38
AL,2013,32
ID,2013,13
TX,2013,38
CA,2013,28
HI,2013,30
NY,2013,37
GA,2013,36
CA,2013,44
UT,2013,58
TX,2013,31
IN,2013,36
NJ,2013,34
MA,2013,36
VA,2013,40
NC,2013,40
CA,2013,84
IN,2013,35
TX,2013,41
WA,2013,23
SC,2013,33
GA,2013,38
PA,2013,14
OH,2013,35
IN,2013,7
NC,2013,3
DC,2013,51
VA,2013,51
MD,2013,51
WV,2013,51
IA,2013,44
SD,2013,36
WI,2013,41
NY,2013,34
WI,2013,39
WV,2013,48
OH,2013,48
WA,2013,27
WV,2013,48
OH,2013,48
WI,2013,39
TX,2013,26
KS,2013,43
PA,2013,34
ND,2013,45
NC,2013,40
OH,2013,41
VA,2013,39
WV,2013,39
MN,2013,22
NC,2013,45
MA,2013,41
CT,2013,41
WA,2013,40
PA,2013,47
OH,2013,49
PA,2013,49
CA,2013,48
AZ,2013,44
