State,Year,Median AQI
PA,2014,44
WA,2014,45
FL,2014,37
FL,2014,32
SC,2014,34
TN,2014,44
IN,2014,42
WI,2014,41
WA,2014,20
WY,2014,38
AZ,2014,44
LA,2014,43
AZ,2014,47
NM,2014,41
IA,2014,37
NE,2014,37
SD,2014,37
SD,2014,39
KY,2014,41
PA,2014,36
CA,2014,46
IN,2014,46
MI,2014,46
SC,2014,42
WA,2014,44
IL,2014,33
MA,2014,43
MO,2014,40
OH,2014,44
MN,2014,33
UT,2014,44
MO,2014,45
KS,2014,45
MO,2014,56
IL,2014,56
PA,2014,36
PA,2014,43
CO,2014,15
CA,2014,54
GA,2014,36
NY,2014,34
OK,2014,38
AL,2014,37
FL,2014,43
FL,2014,46
NM,2014,14
IN,2014,52
TX,2014,39
AR,2014,39
OR,2014,18
OH,2014,44
KS,2014,38
CT,2014,41
MI,2014,39
NJ,2014,43
CA,2014,46
AZ,2014,48
OK,2014,45
MS,2014,37
AL,2014,36
TX,2014,34
CA,2014,38
HI,2014,29
NY,2014,36
GA,2014,38
CA,2014,43
UT,2014,48
TX,2014,30
IN,2014,34
NJ,2014,35
MA,2014,35
VA,2014,42
NC,2014,42
CA,2014,84
IN,2014,36
TX,2014,41
WA,2014,18
SC,2014,35
GA,2014,46
PA,2014,16
OH,2014,37
IN,2014,7
NC,2014,1
DC,2014,51
VA,2014,51
MD,2014,51
WV,2014,51
IA,2014,51
SD,2014,20
WI,2014,42
NY,2014,32
WI,2014,38
WV,2014,52
OH,2014,52
WA,2014,25
WV,2014,48
OH,2014,48
WI,2014,40
TX,2014,20
KS,2014,43
PA,2014,35
ND,2014,36
NC,2014,38
OH,2014,44
VA,2014,39
WV,2014,39
MN,2014,30
NC,2014,49
MA,2014,40
CT,2014,40
WA,2014,30
PA,2014,46
OH,2014,52
PA,2014,52
CA,2014,51
AZ,2014,47
