State,Year,Median AQI
IA,2010,42
NE,2010,42
SD,2010,42
SD,2010,41
KY,2010,43
CA,2010,41
IN,2010,53
MI,2010,53
SC,2010,51
WA,2010,43
IL,2010,38
MA,2010,43
MO,2010,46
OH,2010,51
MN,2010,36
UT,2010,48
MO,2010,47
KS,2010,47
MO,2010,74
IL,2010,74
PA,2010,42
CO,2010,16
CA,2010,45
GA,2010,41
NY,2010,37
OK,2010,40
AL,2010,48
FL,2010,47
FL,2010,53
NM,2010,15
IN,2010,57
TX,2010,48
AR,2010,48
OR,2010,19
OH,2010,46
KS,2010,40
CT,2010,38
MI,2010,41
NJ,2010,43
CA,2010,44
AZ,2010,49
OK,2010,56
MS,2010,47
AL,2010,55
ID,2010,24
TX,2010,38
CA,2010,34
HI,2010,38
NY,2010,39
GA,2010,53
CA,2010,39
UT,2010,54
TX,2010,32
IN,2010,49
NJ,2010,41
MA,2010,40
VA,2010,49
NC,2010,49
CA,2010,69
TX,2010,38
WA,2010,24
SC,2010,36
GA,2010,52
PA,2010,7
IN,2010,11
NC,2010,1
DC,2010,55
VA,2010,55
MD,2010,55
WV,2010,55
IA,2010,46
SD,2010,21
WI,2010,41
NY,2010,35
WI,2010,38
WV,2010,59
OH,2010,59
WA,2010,22
WV,2010,56
OH,2010,56
WI,2010,41
TX,2010,26
KS,2010,44
PA,2010,40
ND,2010,6
NC,2010,44
OH,2010,49
VA,2010,44
WV,2010,44
MN,2010,23
NC,2010,53
MA,2010,43
CT,2010,43
WA,2010,25
PA,2010,50
OH,2010,53
PA,2010,53
CA,2010,44
AZ,2010,40
