State,Year,Median AQI
WI,2012,53
MN,2012,47
WI,2012,47
MT,2012,61
AL,2012,38
CA,2012,63
LA,2012,51
MI,2012,41
AL,2012,43
NC,2012,35
WV,2012,35
TN,2012,46
ID,2012,12
WA,2012,22
IL,2012,49
OH,2012,45
WA,2012,29
IN,2012,45
IA,2012,52
MI,2012,43
OK,2012,27
CA,2012,38
FL,2012,37
TN,2012,49
IN,2012,35
PA,2012,34
CT,2012,48
LA,2012,58
OH,2012,11
NY,2012,58
NJ,2012,58
PA,2012,58
MI,2012,44
AZ,2012,41
FL,2012,44
CT,2012,43
FL,2012,39
TX,2012,37
UT,2012,51
OK,2012,54
WA,2012,31
NE,2012,58
IA,2012,58
FL,2012,41
WA,2012,16
IL,2012,1
KY,2012,44
NC,2012,42
CA,2012,54
KY,2012,44
IL,2012,44
NV,2012,19
FL,2012,17
FL,2012,40
FL,2012,38
WV,2012,38
AZ,2012,92
FL,2012,43
IL,2012,52
PA,2012,60
NJ,2012,60
DE,2012,60
MD,2012,60
AZ,2012,84
PA,2012,64
MA,2012,44
WI,2012,32
ID,2012,43
OK,2012,47
PR,2012,22
WA,2012,38
FL,2012,40
ME,2012,37
OR,2012,38
WA,2012,38
OH,2012,20
AZ,2012,45
UT,2012,45
OR,2012,25
RI,2012,47
MA,2012,47
UT,2012,50
CO,2012,24
WA,2012,19
IL,2012,35
MO,2012,35
WI,2012,42
NC,2012,45
SD,2012,46
PA,2012,52
CA,2012,47
MN,2012,38
CA,2012,44
NV,2012,56
IN,2012,6
VA,2012,44
KY,2012,33
CA,2012,100
WY,2012,47
VA,2012,43
MN,2012,41
NY,2012,38
WY,2012,47
IL,2012,33
ME,2012,34
NC,2012,39
GA,2012,64
OR,2012,19
NM,2012,25
NM,2012,15
AR,2012,34
VT,2012,38
CA,2012,63
OH,2012,6
OR,2012,29
CA,2012,37
MD,2012,40
DE,2012,40
UT,2012,51
TX,2012,47
CA,2012,64
CA,2012,46
CA,2012,47
PR,2012,38
CA,2012,53
ID,2012,8
CA,2012,34
NM,2012,45
CA,2012,47
CA,2012,37
MI,2012,35
GA,2012,44
NE,2012,47
PA,2012,41
WA,2012,44
FL,2012,37
FL,2012,34
SC,2012,33
TN,2012,46
IN,2012,42
WI,2012,42
WA,2012,25
WY,2012,21
AZ,2012,45
LA,2012,45
AZ,2012,48
NM,2012,41
IA,2012,47
NE,2012,47
SD,2012,47
SD,2012,44
KY,2012,42
PA,2012,36
CA,2012,42
IN,2012,52
MI,2012,52
SC,2012,45
WA,2012,45
IL,2012,37
MA,2012,44
MO,2012,50
OH,2012,50
MN,2012,38
UT,2012,45
MO,2012,49
KS,2012,49
MO,2012,70
IL,2012,70
PA,2012,37
PA,2012,48
CO,2012,15
CA,2012,56
GA,2012,39
NY,2012,36
OK,2012,44
AL,2012,42
FL,2012,41
FL,2012,46
NM,2012,17
IN,2012,52
TX,2012,45
AR,2012,45
OR,2012,20
OH,2012,47
KS,2012,41
CT,2012,40
MI,2012,43
NJ,2012,43
CA,2012,42
AZ,2012,51
OK,2012,56
MS,2012,44
AL,2012,36
ID,2012,21
TX,2012,40
CA,2012,33
HI,2012,33
NY,2012,40
GA,2012,51
CA,2012,41
UT,2012,51
TX,2012,31
IN,2012,39
NJ,2012,41
MA,2012,37
VA,2012,42
NC,2012,42
CA,2012,80
IN,2012,37
TX,2012,39
WA,2012,21
SC,2012,39
GA,2012,43
PA,2012,10
OH,2012,38
IN,2012,6
NC,2012,3
DC,2012,58
VA,2012,58
MD,2012,58
WV,2012,58
IA,2012,47
SD,2012,42
WI,2012,44
NY,2012,32
WI,2012,41
WV,2012,56
OH,2012,56
WA,2012,31
WV,2012,55
OH,2012,55
WI,2012,44
TX,2012,28
KS,2012,46
PA,2012,33
ND,2012,11
NC,2012,36
OH,2012,49
VA,2012,43
WV,2012,43
MN,2012,20
NC,2012,49
MA,2012,41
CT,2012,41
WA,2012,36
PA,2012,52
OH,2012,55
PA,2012,55
CA,2012,48
AZ,2012,46
