State,Year,Median AQI
NJ,2004,65
PA,2004,65
OR,2004,4
MI,2004,42
AZ,2004,46
NE,2004,27
FL,2004,46
CT,2004,40
FL,2004,40
TX,2004,30
UT,2004,50
NY,2004,22
OK,2004,47
WA,2004,36
NE,2004,50
IA,2004,50
SC,2004,35
FL,2004,49
WA,2004,25
IL,2004,25
KY,2004,49
NC,2004,46
CA,2004,57
KY,2004,44
IL,2004,44
NV,2004,32
FL,2004,22
FL,2004,38
FL,2004,43
WV,2004,51
AZ,2004,91
FL,2004,54
IL,2004,46
PA,2004,68
NJ,2004,68
DE,2004,68
MD,2004,68
AZ,2004,69
MS,2004,42
PA,2004,87
MA,2004,43
WI,2004,40
ID,2004,46
WV,2004,19
OH,2004,19
OK,2004,46
PR,2004,29
WA,2004,32
FL,2004,36
ME,2004,38
OR,2004,43
WA,2004,43
OH,2004,27
PA,2004,20
AZ,2004,49
RI,2004,50
MA,2004,50
UT,2004,51
CO,2004,27
WA,2004,24
IL,2004,35
MO,2004,35
WI,2004,35
NC,2004,54
SD,2004,44
PA,2004,42
CA,2004,42
MN,2004,40
CA,2004,44
NV,2004,45
IN,2004,26
VA,2004,54
KY,2004,50
CA,2004,105
WY,2004,14
VA,2004,40
MN,2004,41
NY,2004,36
WY,2004,20
IL,2004,32
ME,2004,36
NC,2004,36
GA,2004,23
NM,2004,29
NM,2004,10
AR,2004,42
VT,2004,25
CA,2004,80
AZ,2004,13
MI,2004,29
OH,2004,26
OR,2004,31
CA,2004,35
MD,2004,48
DE,2004,48
UT,2004,59
TX,2004,41
CA,2004,67
CA,2004,48
CA,2004,50
PR,2004,37
CA,2004,49
ID,2004,13
CA,2004,36
NM,2004,16
CA,2004,48
CA,2004,33
MI,2004,25
GA,2004,52
NE,2004,21
AL,2004,39
PA,2004,45
AR,2004,48
WA,2004,54
FL,2004,38
SC,2004,40
TN,2004,48
IN,2004,44
WI,2004,37
WA,2004,33
WY,2004,32
AZ,2004,45
LA,2004,45
AZ,2004,45
NM,2004,1
IA,2004,38
NE,2004,38
SD,2004,38
SD,2004,29
KY,2004,41
CA,2004,44
IN,2004,41
MI,2004,41
SC,2004,55
WA,2004,53
IL,2004,40
MA,2004,49
MO,2004,44
OH,2004,44
MN,2004,34
UT,2004,47
MO,2004,46
KS,2004,46
MO,2004,81
IL,2004,81
PA,2004,49
CO,2004,17
CA,2004,43
GA,2004,43
NY,2004,36
OK,2004,40
AL,2004,43
FL,2004,54
FL,2004,62
NM,2004,15
IN,2004,47
TX,2004,47
AR,2004,47
OR,2004,23
OH,2004,16
OH,2004,44
KS,2004,38
CT,2004,41
MI,2004,40
NJ,2004,40
AL,2004,18
CA,2004,52
AZ,2004,47
TN,2004,41
OK,2004,57
MS,2004,50
AL,2004,42
ID,2004,27
TX,2004,39
CA,2004,32
TN,2004,29
KY,2004,29
HI,2004,23
NY,2004,33
GA,2004,52
CA,2004,45
UT,2004,5
MS,2004,44
TX,2004,32
IN,2004,47
NJ,2004,35
MA,2004,38
VA,2004,54
NC,2004,54
CA,2004,96
WA,2004,32
SC,2004,38
GA,2004,52
PA,2004,26
IN,2004,17
NC,2004,6
DC,2004,62
VA,2004,62
MD,2004,62
WV,2004,62
IA,2004,39
SD,2004,38
WI,2004,39
NY,2004,38
WI,2004,40
OK,2004,17
WV,2004,101
OH,2004,101
WA,2004,36
WV,2004,67
OH,2004,67
WI,2004,40
KS,2004,41
PA,2004,32
ND,2004,16
NC,2004,39
OH,2004,45
VA,2004,38
WV,2004,38
MN,2004,23
NC,2004,59
MA,2004,45
CT,2004,45
WA,2004,24
PA,2004,46
OH,2004,57
PA,2004,57
CA,2004,46
AZ,2004,43
