State,Year,Median AQI
CA,2005,42
LA,2005,44
MI,2005,52
AL,2005,48
LA,2005,39
WV,2005,46
TN,2005,51
ID,2005,15
WA,2005,24
IL,2005,48
OH,2005,46
WA,2005,28
ID,2005,47
IN,2005,55
IA,2005,40
MI,2005,46
OK,2005,34
SC,2005,49
NC,2005,49
CA,2005,31
FL,2005,39
TN,2005,61
MS,2005,48
LA,2005,48
IN,2005,53
PA,2005,44
CT,2005,52
LA,2005,59
OH,2005,30
NY,2005,66
NJ,2005,66
PA,2005,66
MI,2005,51
AZ,2005,49
NE,2005,23
FL,2005,43
CT,2005,45
FL,2005,38
TX,2005,31
UT,2005,49
NY,2005,24
OK,2005,51
WA,2005,34
NE,2005,56
IA,2005,56
FL,2005,49
WA,2005,22
IL,2005,28
KY,2005,49
NC,2005,58
CA,2005,50
KY,2005,46
IL,2005,46
NV,2005,23
FL,2005,22
FL,2005,38
FL,2005,42
WV,2005,54
AZ,2005,72
FL,2005,58
IL,2005,54
PA,2005,71
NJ,2005,71
DE,2005,71
MD,2005,71
AZ,2005,80
MS,2005,46
PA,2005,90
MA,2005,48
WI,2005,41
ID,2005,47
WV,2005,23
OH,2005,23
OK,2005,46
PR,2005,35
WA,2005,33
FL,2005,40
ME,2005,40
OR,2005,42
WA,2005,42
OH,2005,43
PA,2005,13
AZ,2005,18
RI,2005,50
MA,2005,50
UT,2005,46
CO,2005,29
WA,2005,21
IL,2005,41
MO,2005,41
WI,2005,42
NC,2005,55
SD,2005,47
PA,2005,44
CA,2005,43
MN,2005,46
CA,2005,43
NV,2005,52
IN,2005,27
VA,2005,58
KY,2005,52
CA,2005,99
WY,2005,16
VA,2005,43
MN,2005,46
NY,2005,36
WY,2005,20
IL,2005,35
ME,2005,37
NC,2005,48
GA,2005,26
OR,2005,39
NM,2005,25
NM,2005,11
AR,2005,53
VT,2005,26
CA,2005,68
AZ,2005,20
MI,2005,38
OH,2005,24
OR,2005,32
CA,2005,35
MD,2005,51
DE,2005,51
UT,2005,54
TX,2005,49
CA,2005,67
CA,2005,48
CA,2005,48
PR,2005,38
CA,2005,42
ID,2005,14
CA,2005,34
NM,2005,15
CA,2005,47
CA,2005,31
MI,2005,29
GA,2005,58
NE,2005,19
AL,2005,11
PA,2005,53
AR,2005,53
WA,2005,53
FL,2005,37
SC,2005,42
TN,2005,47
IN,2005,51
WI,2005,42
WA,2005,27
WY,2005,32
AZ,2005,44
LA,2005,51
AZ,2005,46
NM,2005,40
IA,2005,37
NE,2005,37
SD,2005,37
SD,2005,38
KY,2005,44
CA,2005,41
IN,2005,47
MI,2005,47
SC,2005,56
WA,2005,50
IL,2005,43
MA,2005,51
MO,2005,49
OH,2005,45
MN,2005,36
UT,2005,46
MO,2005,50
KS,2005,50
MO,2005,97
IL,2005,97
PA,2005,52
CO,2005,17
CA,2005,40
GA,2005,43
NY,2005,42
OK,2005,44
AL,2005,41
FL,2005,55
FL,2005,63
NM,2005,16
IN,2005,50
TX,2005,47
AR,2005,47
OR,2005,19
OH,2005,49
KS,2005,42
CT,2005,39
MI,2005,44
NJ,2005,43
AL,2005,19
CA,2005,50
AZ,2005,49
TN,2005,31
OK,2005,58
MS,2005,53
AL,2005,47
ID,2005,27
TX,2005,43
CA,2005,32
HI,2005,25
NY,2005,35
GA,2005,47
CA,2005,41
UT,2005,5
MS,2005,47
TX,2005,34
IN,2005,53
NJ,2005,34
MA,2005,41
VA,2005,53
NC,2005,53
CA,2005,84
WA,2005,29
SC,2005,37
GA,2005,51
PA,2005,34
IN,2005,19
NC,2005,6
DC,2005,61
VA,2005,61
MD,2005,61
WV,2005,61
IA,2005,44
SD,2005,36
WI,2005,45
NY,2005,41
WI,2005,43
OK,2005,17
WV,2005,93
OH,2005,93
WA,2005,30
WV,2005,74
OH,2005,74
WI,2005,46
TX,2005,35
KS,2005,45
PA,2005,34
ND,2005,16
NC,2005,37
OH,2005,49
VA,2005,44
WV,2005,44
MN,2005,27
NC,2005,58
MA,2005,44
CT,2005,44
WA,2005,25
PA,2005,50
OH,2005,58
PA,2005,58
CA,2005,48
AZ,2005,46
