CBSA,State,CBSA Code,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10
El Dorado, AR,20980,2017,273,199,74,0,0,0,0,91,58,39,0,0,0,0,273,0
Harrison, AR,25460,2017,273,262,11,0,0,0,0,61,47,39,0,0,273,0,0,0
Hot Springs, AR,26300,2017,90,79,11,0,0,0,0,70,51,34,0,0,0,0,90,0
Little Rock-North Little Rock-Conway, AR,30780,2017,273,188,84,1,0,0,0,115,59,44,0,0,130,0,143,0
Fayetteville-Springdale-Rogers, AR-MO,22220,2017,273,184,89,0,0,0,0,81,59,45,0,0,142,0,131,0
Fort Smith, AR-OK,22900,2017,267,241,26,0,0,0,0,74,50,38,0,39,181,0,47,0
Flagstaff, AZ,22380,2017,273,185,87,1,0,0,0,105,71,47,0,0,273,0,0,0
Lake Havasu City-Kingman, AZ,29420,2017,258,253,5,0,0,0,0,86,30,16,0,0,0,0,4,254
Nogales, AZ,35700,2017,273,235,38,0,0,0,0,92,55,30,0,0,0,0,125,148
Payson, AZ,37740,2017,273,42,124,90,17,0,0,200,133,85,0,0,76,190,0,7
Phoenix-Mesa-Scottsdale, AZ,38060,2017,301,80,174,42,5,0,0,170,111,67,28,11,175,0,32,55
Prescott, AZ,39140,2017,272,169,98,5,0,0,0,119,77,48,0,0,272,0,0,0
Show Low, AZ,43320,2017,271,189,81,1,0,0,0,101,67,46,0,0,231,0,0,40
Sierra Vista-Douglas, AZ,43420,2017,273,181,90,2,0,0,0,131,71,46,0,0,222,0,15,36
Tucson, AZ,46060,2017,273,110,156,7,0,0,0,122,84,54,0,0,192,0,19,62
Yuma, AZ,49740,2017,273,178,83,10,1,1,0,235,74,45,0,0,180,0,34,59
Bakersfield, CA,12540,2017,203,98,86,19,0,0,0,143,100,51,0,0,134,0,57,12
Bishop, CA,13860,2017,299,168,115,10,0,0,2,2060,84,48,0,0,207,0,5,87
Chico, CA,17020,2017,193,183,10,0,0,0,0,91,41,22,0,0,0,0,193,0
Clearlake, CA,17340,2017,178,177,1,0,0,0,0,54,43,35,0,0,175,0,2,1
Crescent City, CA,18860,2017,9,9,0,0,0,0,0,17,17,7,0,0,0,0,9,0
El Centro, CA,20940,2017,216,90,105,19,1,0,1,331,100,54,0,2,115,0,71,28
Eureka-Arcata-Fortuna, CA,21700,2017,179,170,9,0,0,0,0,77,45,37,0,0,163,0,13,3
Fresno, CA,23420,2017,304,107,140,53,4,0,0,185,122,64,0,1,241,0,49,13
Hanford-Corcoran, CA,25260,2017,304,100,178,26,0,0,0,150,99,61,0,0,187,0,58,59
Los Angeles-Long Beach-Anaheim, CA,31080,2017,181,31,106,29,15,0,0,197,145,67,0,16,82,0,83,0
Madera, CA,31460,2017,212,105,92,15,0,0,0,140,93,51,0,0,164,0,48,0
Merced, CA,32900,2017,222,128,85,9,0,0,0,119,87,46,0,0,159,0,53,10
Modesto, CA,33700,2017,197,129,57,11,0,0,0,147,84,44,0,2,127,0,58,10
Napa, CA,34900,2017,243,180,63,0,0,0,0,97,57,40,0,0,83,0,160,0
Oxnard-Thousand Oaks-Ventura, CA,37100,2017,273,131,123,17,2,0,0,172,93,51,0,0,215,0,57,1
Red Bluff, CA,39780,2017,196,180,16,0,0,0,0,84,48,37,0,0,162,0,19,15
Redding, CA,39820,2017,245,191,54,0,0,0,0,97,61,45,0,0,237,0,2,6
Riverside-San Bernardino-Ontario, CA,40140,2017,304,37,147,74,33,11,2,366,172,84,0,8,212,1,64,19
Sacramento--Roseville--Arden-Arcade, CA,40900,2017,273,119,118,35,1,0,0,164,105,54,0,0,223,0,49,1
Salinas, CA,41500,2017,273,234,38,1,0,0,0,121,53,39,0,0,183,0,55,35
San Diego-Carlsbad, CA,41740,2017,223,67,118,33,5,0,0,174,112,64,0,2,164,0,46,11
San Francisco-Oakland-Hayward, CA,41860,2017,243,137,102,3,1,0,0,180,65,47,0,9,87,2,145,0
San Jose-Sunnyvale-Santa Clara, CA,41940,2017,273,192,77,3,1,0,0,151,65,44,0,3,195,0,74,1
San Luis Obispo-Paso Robles-Arroyo Grande, CA,42020,2017,212,112,100,0,0,0,0,100,74,47,0,0,121,0,68,23
Santa Cruz-Watsonville, CA,42100,2017,273,254,18,1,0,0,0,115,47,35,0,0,186,0,87,0
Santa Maria-Santa Barbara, CA,42200,2017,181,154,25,1,0,1,0,264,54,41,0,0,163,0,13,5
Santa Rosa, CA,42220,2017,243,227,16,0,0,0,0,68,48,36,0,0,172,0,70,1
Stockton-Lodi, CA,44700,2017,222,185,34,3,0,0,0,137,61,40,0,0,135,0,65,22
Truckee-Grass Valley, CA,46020,2017,273,130,73,53,17,0,0,185,136,54,0,0,267,0,6,0
Ukiah, CA,46380,2017,181,169,12,0,0,0,0,61,46,36,0,0,135,0,41,5
Vallejo-Fairfield, CA,46700,2017,273,202,69,2,0,0,0,129,62,43,0,0,183,0,90,0
Visalia-Porterville, CA,47300,2017,243,83,84,65,11,0,0,166,136,68,0,0,182,0,61,0
Yuba City, CA,49700,2017,138,129,9,0,0,0,0,74,43,21,0,0,0,0,138,0
Boulder, CO,14500,2017,275,162,103,10,0,0,0,126,84,48,0,0,258,0,17,0
Ca¤on City, CO,15860,2017,31,31,0,0,0,0,0,44,25,11,0,0,0,0,0,31
Colorado Springs, CO,17820,2017,275,156,116,3,0,0,0,116,74,49,0,0,245,2,26,2
Craig, CO,18780,2017,266,199,67,0,0,0,0,84,61,46,0,0,266,0,0,0
Denver-Aurora-Lakewood, CO,19740,2017,290,53,199,37,1,0,0,155,105,66,0,40,201,0,32,17
Durango, CO,20420,2017,304,199,101,4,0,0,0,112,74,47,0,0,298,0,6,0
Fort Collins, CO,22660,2017,280,130,139,10,1,0,0,153,90,51,0,0,245,0,28,7
Glenwood Springs, CO,24060,2017,275,223,52,0,0,0,0,100,61,44,0,0,268,0,0,7
Grand Junction, CO,24300,2017,278,191,87,0,0,0,0,93,61,46,0,0,252,0,21,5
Greeley, CO,24540,2017,275,152,115,7,1,0,0,154,80,49,0,0,222,0,51,2
Montrose, CO,33940,2017,251,221,30,0,0,0,0,74,51,43,0,0,251,0,0,0
Pueblo, CO,39380,2017,99,96,2,1,0,0,0,107,31,20,0,0,0,0,60,39
Steamboat Springs, CO,44460,2017,278,270,8,0,0,0,0,62,31,15,0,0,0,0,0,278
Bridgeport-Stamford-Norwalk, CT,14860,2017,181,138,34,6,3,0,0,179,71,42,0,0,110,0,71,0
Hartford-West Hartford-East Hartford, CT,25540,2017,181,137,37,6,1,0,0,151,64,42,0,35,114,0,32,0
New Haven-Milford, CT,35300,2017,181,138,37,3,3,0,0,179,61,42,0,30,115,0,36,0
Norwich-New London, CT,35980,2017,174,154,14,4,2,0,0,161,54,38,0,0,118,0,56,0
Torrington, CT,45860,2017,180,163,15,2,0,0,0,122,50,39,1,0,161,0,18,0
Washington-Arlington-Alexandria, DC-VA-MD-WV,47900,2017,304,155,141,8,0,0,0,133,74,50,0,23,190,0,91,0
Dover, DE,20100,2017,272,221,50,1,0,0,0,101,58,41,0,0,214,0,58,0
Cape Coral-Fort Myers, FL,15980,2017,181,149,32,0,0,0,0,90,54,43,0,0,118,0,63,0
Crestview-Fort Walton Beach-Destin, FL,18880,2017,181,166,15,0,0,0,0,87,50,39,0,0,170,0,0,11
Deltona-Daytona Beach-Ormond Beach, FL,19660,2017,181,152,29,0,0,0,0,95,54,43,0,0,139,0,42,0
Gainesville, FL,23540,2017,181,152,29,0,0,0,0,92,58,42,0,0,130,0,51,0
Homosassa Springs, FL,26140,2017,181,149,32,0,0,0,0,95,55,36,0,0,0,6,175,0
Jacksonville, FL,27260,2017,181,122,58,1,0,0,0,101,67,46,0,3,97,1,80,0
Lake City, FL,29380,2017,181,138,43,0,0,0,0,100,61,42,0,0,110,0,71,0
Lakeland-Winter Haven, FL,29460,2017,181,134,43,4,0,0,0,143,67,44,0,0,116,1,64,0
Miami-Fort Lauderdale-West Palm Beach, FL,33100,2017,181,103,71,7,0,0,0,143,70,48,0,2,67,0,106,6
Naples-Immokalee-Marco Island, FL,34940,2017,181,157,24,0,0,0,0,93,52,41,0,0,106,0,75,0
North Port-Sarasota-Bradenton, FL,35840,2017,181,129,49,3,0,0,0,133,61,45,0,0,116,1,64,0
Ocala, FL,36100,2017,181,150,30,1,0,0,0,101,54,42,0,0,131,0,50,0
Orlando-Kissimmee-Sanford, FL,36740,2017,181,108,70,3,0,0,0,147,70,49,0,13,97,0,71,0
Palatka, FL,37260,2017,181,180,1,0,0,0,0,53,30,16,0,0,0,5,0,176
Palm Bay-Melbourne-Titusville, FL,37340,2017,181,151,30,0,0,0,0,97,61,43,0,0,136,0,45,0
Panama City, FL,37460,2017,181,153,28,0,0,0,0,96,61,42,0,0,126,0,55,0
Pensacola-Ferry Pass-Brent, FL,37860,2017,181,130,48,3,0,0,0,115,62,45,0,0,126,0,55,0
Port St. Lucie, FL,38940,2017,181,147,33,1,0,0,0,115,58,43,0,0,123,0,58,0
Sebastian-Vero Beach, FL,42680,2017,206,178,27,1,0,0,0,101,54,39,0,0,206,0,0,0
Sebring, FL,42700,2017,178,163,15,0,0,0,0,90,49,38,0,0,178,0,0,0
Tallahassee, FL,45220,2017,181,117,64,0,0,0,0,92,66,46,0,0,78,0,103,0
Tampa-St. Petersburg-Clearwater, FL,45300,2017,181,109,68,4,0,0,0,150,76,49,0,0,111,6,64,0
Albany, GA,10500,2017,247,185,61,0,1,0,0,151,62,38,0,0,0,0,247,0
Americus, GA,11140,2017,210,198,12,0,0,0,0,67,48,37,0,0,210,0,0,0
Athens-Clarke County, GA,12020,2017,269,230,39,0,0,0,0,97,54,40,0,0,152,0,117,0
Atlanta-Sandy Springs-Roswell, GA,12060,2017,273,125,137,11,0,0,0,150,84,51,0,10,139,0,124,0
Brunswick, GA,15260,2017,229,214,15,0,0,0,0,77,46,35,0,0,198,0,31,0
Dalton, GA,19140,2017,176,151,25,0,0,0,0,100,54,42,0,0,166,0,10,0
Douglas, GA,20060,2017,47,44,3,0,0,0,0,87,50,29,0,0,0,0,47,0
Gainesville, GA,23580,2017,156,125,31,0,0,0,0,66,56,37,0,0,0,0,156,0
Macon, GA,31420,2017,273,221,52,0,0,0,0,93,58,39,0,0,153,0,120,0
Rome, GA,40660,2017,273,180,93,0,0,0,0,72,58,41,0,0,0,46,227,0
Savannah, GA,42340,2017,273,227,46,0,0,0,0,80,54,38,0,0,95,18,160,0
Summerville, GA,44900,2017,209,201,8,0,0,0,0,64,46,37,0,0,209,0,0,0
Valdosta, GA,46660,2017,240,167,72,0,1,0,0,151,60,40,0,0,0,0,240,0
Warner Robins, GA,47580,2017,261,211,49,1,0,0,0,141,56,35,0,0,0,0,261,0
Columbus, GA-AL,17980,2017,272,212,60,0,0,0,0,99,59,42,0,0,135,0,137,0
Augusta-Richmond County, GA-SC,12260,2017,306,233,71,1,0,0,1,364,58,44,0,0,192,5,108,1
Hilo, HI,25900,2017,243,58,24,53,106,2,0,277,200,135,0,0,0,187,56,0
Kahului-Wailuku-Lahaina, HI,27980,2017,181,173,8,0,0,0,0,87,38,21,0,0,0,0,181,0
Kapaa, HI,28180,2017,180,179,1,0,0,0,0,53,26,12,0,28,0,6,146,0
Urban Honolulu, HI,46520,2017,181,171,10,0,0,0,0,91,47,31,0,7,131,7,36,0
Cedar Rapids, IA,16300,2017,304,233,71,0,0,0,0,100,61,40,0,0,163,18,122,1
Clinton, IA,17540,2017,304,130,174,0,0,0,0,93,68,52,0,0,48,1,255,0
Des Moines-West Des Moines, IA,19780,2017,304,242,60,2,0,0,0,135,58,41,0,3,190,0,111,0
Iowa City, IA,26980,2017,303,262,41,0,0,0,0,80,53,32,0,0,0,0,300,3
Mason City, IA,32380,2017,202,200,2,0,0,0,0,65,30,15,0,0,0,0,0,202
Muscatine, IA,34700,2017,304,223,81,0,0,0,0,77,59,39,0,0,0,8,293,3
Waterloo-Cedar Falls, IA,47940,2017,302,196,106,0,0,0,0,93,63,46,0,0,78,0,224,0
Davenport-Moline-Rock Island, IA-IL,19340,2017,304,134,169,1,0,0,0,103,72,52,0,0,77,0,158,69
Fort Madison-Keokuk, IA-IL-MO,22800,2017,80,71,9,0,0,0,0,66,52,33,0,0,0,0,80,0
Sioux City, IA-NE-SD,43580,2017,211,170,41,0,0,0,0,100,58,40,0,0,136,0,75,0
Boise City, ID,14260,2017,181,129,47,5,0,0,0,137,77,43,1,9,123,0,46,2
Coeur d'Alene, ID,17660,2017,177,174,3,0,0,0,0,63,29,13,0,0,0,0,177,0
Hailey, ID,25200,2017,38,38,0,0,0,0,0,13,11,5,0,0,0,0,38,0
Idaho Falls, ID,26820,2017,243,208,35,0,0,0,0,97,53,43,0,0,231,0,12,0
Moscow, ID,34140,2017,180,180,0,0,0,0,0,46,19,10,0,0,0,0,180,0
Pocatello, ID,38540,2017,304,228,72,2,2,0,0,200,64,34,0,0,0,48,207,49
Sandpoint, ID,41760,2017,179,171,8,0,0,0,0,72,39,20,0,0,0,0,167,12
Twin Falls, ID,46300,2017,211,182,26,3,0,0,0,148,53,26,0,0,0,0,211,0
Lewiston, ID-WA,30300,2017,212,194,18,0,0,0,0,81,46,26,0,0,0,0,212,0
Bloomington, IL,14010,2017,272,213,59,0,0,0,0,100,59,41,0,0,174,0,98,0
Champaign-Urbana, IL,16580,2017,273,207,65,1,0,0,0,105,60,42,0,0,204,0,69,0
Decatur, IL,19500,2017,273,228,42,3,0,0,0,108,56,43,0,0,195,12,66,0
Effingham, IL,20820,2017,213,175,35,3,0,0,0,112,64,44,0,0,213,0,0,0
Mount Vernon, IL,34500,2017,273,209,64,0,0,0,0,87,58,43,0,0,166,0,107,0
Ottawa-Peru, IL,36860,2017,273,272,1,0,0,0,0,54,7,1,0,0,0,273,0,0
Peoria, IL,37900,2017,273,196,74,3,0,0,0,115,64,44,0,0,177,3,93,0
Rockford, IL,40420,2017,266,233,33,0,0,0,0,87,54,38,0,0,236,0,30,0
Springfield, IL,44100,2017,272,224,46,2,0,0,0,115,58,41,0,0,245,0,27,0
Chicago-Naperville-Elgin, IL-IN-WI,16980,2017,273,108,141,23,1,0,0,177,97,54,0,12,139,7,108,7
Quincy, IL-MO,39500,2017,213,183,29,1,0,0,0,115,58,43,0,0,213,0,0,0
Bloomington, IN,14020,2017,229,183,45,1,0,0,0,101,58,39,0,0,111,0,118,0
Columbus, IN,18020,2017,231,191,40,0,0,0,0,93,58,39,0,0,121,0,110,0
Elkhart-Goshen, IN,21140,2017,253,207,45,1,0,0,0,105,57,39,0,0,152,0,101,0
Fort Wayne, IN,23060,2017,253,182,70,1,0,0,0,105,63,44,0,0,153,0,100,0
Huntington, IN,26540,2017,153,136,17,0,0,0,0,100,51,40,0,0,153,0,0,0
Indianapolis-Carmel-Anderson, IN,26900,2017,273,159,107,7,0,0,0,122,71,47,0,2,123,26,121,1
Jasper, IN,27540,2017,273,262,11,0,0,0,0,69,40,4,0,0,0,186,85,2
Kokomo, IN,29020,2017,247,213,34,0,0,0,0,80,52,34,0,0,0,0,247,0
Lafayette-West Lafayette, IN,29200,2017,255,190,65,0,0,0,0,81,58,43,0,0,118,0,137,0
Michigan City-La Porte, IN,33140,2017,213,152,53,8,0,0,0,147,71,43,0,0,179,0,34,0
Muncie, IN,34620,2017,211,176,34,1,0,0,0,112,54,40,0,0,170,0,41,0
New Castle, IN,35220,2017,89,80,9,0,0,0,0,62,51,28,0,0,0,0,89,0
Seymour, IN,42980,2017,165,146,19,0,0,0,0,93,54,41,0,0,165,0,0,0
Terre Haute, IN,45460,2017,273,187,84,2,0,0,0,105,64,43,0,0,110,41,121,1
Vincennes, IN,47180,2017,234,206,28,0,0,0,0,100,51,39,0,0,234,0,0,0
Wabash, IN,47340,2017,214,186,27,1,0,0,0,105,51,38,0,0,214,0,0,0
Washington, IN,47780,2017,267,267,0,0,0,0,0,27,13,6,0,0,0,267,0,0
Evansville, IN-KY,21780,2017,273,188,80,5,0,0,0,126,65,44,0,20,99,47,107,0
South Bend-Mishawaka, IN-MI,43780,2017,253,183,64,6,0,0,0,133,67,43,0,10,191,0,52,0
Dodge City, KS,19980,2017,180,177,1,1,1,0,0,187,26,13,0,0,0,0,0,180
Emporia, KS,21380,2017,10,10,0,0,0,0,0,31,31,12,0,0,0,0,10,0
Topeka, KS,45820,2017,177,165,12,0,0,0,0,93,50,37,0,0,157,0,20,0
Wichita, KS,48620,2017,181,134,47,0,0,0,0,100,60,42,0,3,123,0,28,27
Bowling Green, KY,14540,2017,243,203,40,0,0,0,0,87,56,42,0,0,177,0,66,0
Elizabethtown-Fort Knox, KY,21060,2017,171,135,36,0,0,0,0,74,56,39,0,0,62,0,109,0
Lexington-Fayette, KY,30460,2017,175,160,15,0,0,0,0,80,50,36,0,7,79,1,84,4
Middlesborough, KY,33180,2017,110,97,13,0,0,0,0,80,54,42,0,0,89,0,21,0
Owensboro, KY,36980,2017,171,139,32,0,0,0,0,87,58,40,0,3,66,1,101,0
Richmond-Berea, KY,40080,2017,67,62,5,0,0,0,0,69,48,30,0,0,0,0,67,0
Somerset, KY,43700,2017,132,118,14,0,0,0,0,77,51,39,0,0,87,0,45,0
Paducah, KY-IL,37140,2017,176,139,37,0,0,0,0,84,61,40,0,4,57,0,110,5
Louisville/Jefferson County, KY-IN,31140,2017,253,172,75,6,0,0,0,119,65,45,0,5,152,0,95,1
Alexandria, LA,10780,2017,52,49,3,0,0,0,0,65,45,27,0,0,0,0,52,0
Baton Rouge, LA,12940,2017,273,171,94,8,0,0,0,140,73,46,0,1,122,6,144,0
Hammond, LA,25220,2017,58,51,7,0,0,0,0,69,53,30,0,0,0,0,58,0
Houma-Thibodaux, LA,26380,2017,273,233,40,0,0,0,0,86,54,37,0,0,201,0,72,0
Lafayette, LA,29180,2017,273,233,39,1,0,0,0,105,61,39,0,0,235,0,38,0
Lake Charles, LA,29340,2017,273,179,91,3,0,0,0,115,62,45,0,1,85,3,184,0
Monroe, LA,33740,2017,268,254,14,0,0,0,0,77,47,35,0,0,251,0,17,0
New Orleans-Metairie, LA,35380,2017,273,181,90,2,0,0,0,129,74,45,0,1,133,21,118,0
Shreveport-Bossier City, LA,43340,2017,273,212,61,0,0,0,0,100,61,41,0,0,194,0,79,0
Barnstable Town, MA,12700,2017,261,236,20,5,0,0,0,150,50,38,0,0,261,0,0,0
Greenfield Town, MA,24640,2017,273,247,26,0,0,0,0,90,49,35,0,0,234,0,39,0
Pittsfield, MA,38340,2017,258,223,35,0,0,0,0,86,53,35,0,0,0,0,258,0
Springfield, MA,44140,2017,273,226,42,5,0,0,0,122,59,41,0,4,225,0,44,0
Vineyard Haven, MA,47240,2017,266,248,14,2,2,0,0,177,48,39,0,0,266,0,0,0
Worcester, MA-CT,49340,2017,273,242,28,3,0,0,0,143,53,39,0,14,234,0,25,0
Boston-Cambridge-Newton, MA-NH,14460,2017,273,121,147,5,0,0,0,147,70,53,0,2,96,0,175,0
Baltimore-Columbia-Towson, MD,12580,2017,304,192,98,12,2,0,0,166,74,46,0,11,222,0,71,0
Cambridge, MD,15700,2017,304,247,57,0,0,0,0,90,57,41,0,0,247,0,57,0
Salisbury, MD-DE,41540,2017,273,224,48,1,0,0,0,119,58,42,0,0,211,0,62,0
Cumberland, MD-WV,19060,2017,170,126,24,18,2,0,0,156,106,20,0,0,0,170,0,0
Hagerstown-Martinsburg, MD-WV,25180,2017,273,201,71,1,0,0,0,101,58,43,0,0,157,0,116,0
Augusta-Waterville, ME,12300,2017,300,288,12,0,0,0,0,100,44,33,0,53,237,0,9,1
Bangor, ME,12620,2017,263,249,14,0,0,0,0,80,45,33,0,0,186,0,75,2
Lewiston-Auburn, ME,30340,2017,274,222,52,0,0,0,0,100,56,39,0,0,133,0,141,0
Portland-South Portland, ME,38860,2017,304,266,36,1,1,0,0,159,54,38,0,13,227,0,63,1
Rockland, ME,40500,2017,215,205,7,3,0,0,0,143,45,35,0,0,215,0,0,0
Adrian, MI,10300,2017,209,172,36,1,0,0,0,101,61,40,0,0,113,0,96,0
Ann Arbor, MI,11460,2017,241,187,53,1,0,0,0,119,63,40,0,0,178,0,63,0
Bay City, MI,13020,2017,210,198,12,0,0,0,0,80,45,25,0,0,0,0,210,0
Cadillac, MI,15620,2017,241,218,22,1,0,0,0,101,49,38,0,0,205,0,36,0
Detroit-Warren-Dearborn, MI,19820,2017,273,139,129,4,1,0,0,186,79,50,0,10,57,35,148,23
Flint, MI,22420,2017,211,177,34,0,0,0,0,87,58,39,0,0,112,0,99,0
Grand Rapids-Wyoming, MI,24340,2017,212,159,53,0,0,0,0,100,67,40,1,0,131,0,80,0
Holland, MI,26090,2017,170,132,34,4,0,0,0,115,71,40,0,0,117,0,53,0
Houghton, MI,26340,2017,11,10,1,0,0,0,0,60,42,7,0,0,0,0,11,0
Kalamazoo-Portage, MI,28020,2017,210,162,47,1,0,0,0,101,61,41,0,0,107,0,103,0
Lansing-East Lansing, MI,29620,2017,210,175,35,0,0,0,0,97,61,38,0,2,137,0,71,0
Ludington, MI,31220,2017,122,106,15,1,0,0,0,108,54,39,0,0,122,0,0,0
Monroe, MI,33780,2017,201,191,10,0,0,0,0,86,43,6,0,0,0,113,88,0
Muskegon, MI,34740,2017,122,97,21,4,0,0,0,140,77,41,0,0,122,0,0,0
Niles-Benton Harbor, MI,35660,2017,171,135,33,3,0,0,0,112,67,40,0,0,118,0,53,0
Sault Ste. Marie, MI,42300,2017,174,165,9,0,0,0,0,87,45,35,0,0,76,0,98,0
Traverse City, MI,45900,2017,122,101,20,1,0,0,0,105,58,40,0,0,122,0,0,0
Bemidji, MN,13420,2017,169,161,8,0,0,0,0,58,40,20,0,0,0,0,169,0
Brainerd, MN,14660,2017,180,167,13,0,0,0,0,90,48,36,0,0,108,0,72,0
Marshall, MN,32140,2017,180,156,24,0,0,0,0,84,57,37,0,0,113,0,67,0
Red Wing, MN,39860,2017,122,111,11,0,0,0,0,80,50,39,0,0,122,0,0,0
Rochester, MN,40340,2017,181,147,34,0,0,0,0,87,58,41,0,0,103,0,78,0
St. Cloud, MN,41060,2017,181,158,23,0,0,0,0,87,52,36,0,0,108,0,73,0
Winona, MN,49100,2017,11,10,1,0,0,0,0,54,47,31,0,0,0,0,11,0
Duluth, MN-WI,20260,2017,242,223,19,0,0,0,0,85,48,36,0,0,215,0,24,3
Minneapolis-St. Paul-Bloomington, MN-WI,33460,2017,181,80,101,0,0,0,0,100,70,52,0,4,60,0,65,52
Branson, MO,14700,2017,133,125,8,0,0,0,0,74,48,39,0,0,122,0,11,0
Columbia, MO,17860,2017,122,105,17,0,0,0,0,77,58,43,0,0,122,0,0,0
Jefferson City, MO,27620,2017,120,108,12,0,0,0,0,67,51,42,0,0,120,0,0,0
Joplin, MO,27900,2017,181,154,27,0,0,0,0,67,53,38,0,0,111,0,0,70
Springfield, MO,44180,2017,181,152,29,0,0,0,0,80,57,40,0,0,114,0,67,0
St. Louis, MO-IL,41180,2017,273,130,133,9,1,0,0,159,86,52,0,9,154,3,99,8
Kansas City, MO-KS,28140,2017,181,99,79,3,0,0,0,115,74,48,0,4,85,2,79,11
St. Joseph, MO-KS,41140,2017,181,124,57,0,0,0,0,100,62,44,0,0,91,0,77,13
Cleveland, MS,17380,2017,111,97,14,0,0,0,0,77,54,39,0,0,111,0,0,0
Grenada, MS,24980,2017,49,47,2,0,0,0,0,59,43,28,0,0,0,0,49,0
Gulfport-Biloxi-Pascagoula, MS,25060,2017,181,147,33,1,0,0,0,105,61,41,0,4,90,0,87,0
Hattiesburg, MS,25620,2017,173,155,18,0,0,0,0,62,51,32,0,0,0,0,173,0
Jackson, MS,27140,2017,181,136,45,0,0,0,0,90,59,42,0,0,73,0,108,0
Meridian, MS,32940,2017,122,118,4,0,0,0,0,61,47,39,0,0,122,0,0,0
Tupelo, MS,46180,2017,121,113,8,0,0,0,0,61,49,40,0,0,121,0,0,0
Billings, MT,13740,2017,243,205,36,2,0,0,0,107,59,25,0,0,0,14,229,0
Bozeman, MT,14580,2017,243,207,35,1,0,0,0,101,63,21,2,23,0,0,218,0
Butte-Silver Bow, MT,15580,2017,238,155,68,14,1,0,0,159,92,32,0,0,0,0,225,13
Great Falls, MT,24500,2017,238,189,48,1,0,0,0,105,60,33,0,0,0,0,238,0
Helena, MT,25740,2017,253,160,72,11,10,0,0,170,95,46,0,0,154,0,99,0
Kalispell, MT,28060,2017,243,201,40,2,0,0,0,108,63,39,0,0,159,0,60,24
Missoula, MT,33540,2017,243,88,96,23,11,15,10,457,208,58,0,0,50,0,193,0
Asheville, NC,11700,2017,272,187,56,26,3,0,0,183,101,44,0,0,81,57,134,0
Cullowhee, NC,19000,2017,30,29,1,0,0,0,0,52,41,29,0,0,0,0,30,0
Durham-Chapel Hill, NC,20500,2017,273,203,69,1,0,0,0,110,57,42,0,0,97,1,171,4
Fayetteville, NC,22180,2017,273,196,77,0,0,0,0,100,57,43,0,0,85,0,184,4
Greensboro-High Point, NC,24660,2017,273,221,51,1,0,0,0,112,55,41,0,0,103,0,160,10
Greenville, NC,24780,2017,273,231,42,0,0,0,0,87,54,39,0,0,102,0,171,0
Hickory-Lenoir-Morganton, NC,25860,2017,257,200,57,0,0,0,0,93,62,42,0,0,99,0,158,0
Kinston, NC,28820,2017,203,181,22,0,0,0,0,90,51,33,0,0,121,0,0,82
Morehead City, NC,33980,2017,220,210,10,0,0,0,0,61,47,38,0,0,220,0,0,0
Oxford, NC,37080,2017,122,97,25,0,0,0,0,93,61,44,0,0,122,0,0,0
Raleigh, NC,39580,2017,273,177,96,0,0,0,0,90,61,45,0,2,85,0,186,0
Rocky Mount, NC,40580,2017,265,230,35,0,0,0,0,80,52,35,0,0,102,0,163,0
Sanford, NC,41820,2017,270,230,40,0,0,0,0,83,53,41,0,0,128,0,142,0
Washington, NC,47820,2017,181,181,0,0,0,0,0,31,14,1,0,0,0,181,0,0
Wilmington, NC,48900,2017,269,244,25,0,0,0,0,67,50,35,0,0,95,2,172,0
Winston-Salem, NC,49180,2017,273,192,81,0,0,0,0,100,60,44,0,7,135,0,131,0
Charlotte-Concord-Gastonia, NC-SC,16740,2017,304,190,110,4,0,0,0,115,67,47,0,0,207,0,97,0
Bismarck, ND,13900,2017,273,220,50,2,1,0,0,198,61,40,0,3,212,1,55,2
Dickinson, ND,19860,2017,273,235,36,1,1,0,0,154,54,40,0,0,255,0,18,0
Jamestown, ND,27420,2017,90,89,1,0,0,0,0,55,13,6,0,0,0,13,0,77
